Error,Correction,Masked Context,Phoneme Seq,S-Capade Candidates,PySpell Candidates,Combined Candidates,S-Capade Ranked,PySpell Ranked,Combined Ranked
simular,similar,more detailed way if someone for instance studies many subjects ***mask*** he or she does not have enough time to get,S IH M Y AH L ER,"['simpler', 'simple', 'symbol', 'cymbal', 'similar', 'cellular', 'secular', 'circular', 'simulate', 'simpler']",['similar'],"['circular', 'simple', 'symbol', 'simpler', 'cymbal', 'cellular', 'similar', 'simulate', 'secular']","['similar', 'symbol', 'simple', 'circular', 'cymbal', 'simpler', 'secular', 'simulate', 'cellular']",['similar'],"['similar', 'symbol', 'simple', 'circular', 'cymbal', 'simpler', 'secular', 'simulate', 'cellular']"
focuss,focus,to decide wether to base on broad knowledge or to ***mask*** on a specific subject and specialize the choice is difficult,F OW K AH S,"['focus', 'focus', 'focal', 'hocus', 'locus', 'fracas', 'crocus', 'ferocious', 'fergus', 'mochas']","['focus', 'focuses']","['mochas', 'locus', 'focal', 'fergus', 'fracas', 'focus', 'focuses', 'crocus', 'hocus', 'ferocious']","['focus', 'focal', 'mochas', 'locus', 'crocus', 'ferocious', 'fergus', 'hocus', 'fracas']","['focus', 'focuses']","['focus', 'focuses', 'focal', 'mochas', 'locus', 'crocus', 'ferocious', 'fergus', 'hocus', 'fracas']"
wihin,within,in one specific subject by specializing myself on ecomomics and ***mask*** this subject especially on taxes and tax law i am,W IY HH IY N,"['weaken', 'joaquin', 'wheaten', 'rehear', 'wheaties', 'wahine', 'weeny', 'weedy', 'wifi', 'weepy']","['whin', 'within']","['rehear', 'wahine', 'weeny', 'wheaties', 'weaken', 'weepy', 'joaquin', 'whin', 'within', 'weedy', 'wifi', 'wheaten']","['weaken', 'rehear', 'wifi', 'wheaties', 'wheaten', 'weedy', 'wahine', 'weeny', 'joaquin', 'weepy']","['within', 'whin']","['within', 'weaken', 'rehear', 'whin', 'wifi', 'wheaties', 'wheaten', 'weedy', 'wahine', 'weeny', 'joaquin', 'weepy']"
instace,instance,is very few time to study two subjects simultanously for ***mask*** i have a friend for example who studies economics and,IH N S T EY S,"['instead', 'interface', 'instill', 'inserts', 'inserts', 'instance', 'install', 'onstage', 'incense', 'incense']",['instance'],"['instead', 'instill', 'interface', 'onstage', 'inserts', 'incense', 'instance', 'install']","['instance', 'instead', 'interface', 'inserts', 'instill', 'incense', 'install', 'onstage']",['instance'],"['instance', 'instead', 'interface', 'inserts', 'instill', 'incense', 'install', 'onstage']"
generall,general,i would like to make the point that all in ***mask*** base on share of works for example in the western,JH EH N ER AO L,"['general', 'gentle', 'general', 'generate', 'generous', 'gentile', 'gentle', 'genteel', 'menthol', 'genera']","['generally', 'generale', 'general', 'generals']","['menthol', 'gentle', 'generous', 'general', 'generals', 'gentile', 'generally', 'genteel', 'genera', 'generale', 'generate']","['general', 'genera', 'menthol', 'generous', 'gentile', 'genteel', 'generate', 'gentle']","['generale', 'general', 'generally', 'generals']","['general', 'generale', 'genera', 'generally', 'menthol', 'generous', 'generals', 'gentile', 'genteel', 'generate', 'gentle']"
ecomomics,economics,to specialize in one specific subject by specializing myself on ***mask*** and wihin this subject especially on taxes and tax law,IY K AH M AA M IH K S,"['economics', 'economics', 'economic']",['economics'],"['economics', 'economic']","['economics', 'economic']",['economics'],"['economics', 'economic']"
focusses,focuses,from the crops of his or her own garden everybody ***mask*** on what he or she can do best and tries,F OW K AH S IH Z,"['focuses', 'focuses', 'focusing', 'fixes', 'faxes', 'coaxes', 'caucuses', 'focusing', 'fetuses', 'focused', 'focussed']",['focusses'],"['caucuses', 'coaxes', 'faxes', 'fixes', 'fetuses', 'focused', 'focuses', 'focusses', 'focussed', 'focusing']","['focuses', 'focussed', 'focused', 'focusing', 'fixes', 'coaxes', 'caucuses', 'faxes', 'fetuses']",['focusses'],"['focuses', 'focusses', 'focussed', 'focused', 'focusing', 'fixes', 'coaxes', 'caucuses', 'faxes', 'fetuses']"
onlzx,only,high rated prizes are often not in the advertisments companies ***mask*** show how positiv a product is thez also sell dreams,AO N L Z,"['aunts', 'annals', 'owners', 'enters', 'only', 'ends', 'annoys', 'inez', 'unease', 'aisles']","['onyx', 'only']","['onyx', 'aisles', 'unease', 'inez', 'annals', 'enters', 'only', 'ends', 'owners', 'annoys', 'aunts']","['only', 'inez', 'owners', 'annoys', 'ends', 'enters', 'aisles', 'aunts', 'unease', 'annals']","['only', 'onyx']","['only', 'onyx', 'inez', 'owners', 'annoys', 'ends', 'enters', 'aisles', 'aunts', 'unease', 'annals']"
thez,they,the advertisments companies onlzx show how positiv a product is ***mask*** also sell dreams for example ten naked girls running on,DH EH Z,"['those', 'these', 'thous', 'their', 'there', ""they'll"", 'them', 'then', 'chez', 'says']","['they', 'thes', 'thea', 'the', 'ther', 'chez', 'theo', 'then', 'thee', 'them']","[""they'll"", 'thes', 'the', 'thea', 'chez', 'ther', 'theo', 'then', 'thee', 'thous', 'them', 'these', 'they', 'there', 'their', 'says', 'those']","[""they'll"", 'then', 'these', 'them', 'there', 'those', 'their', 'says', 'chez', 'thous']","['they', 'then', 'thes', 'the', 'thea', 'ther', 'them', 'chez', 'theo', 'thee']","['they', ""they'll"", 'then', 'thes', 'the', 'thea', 'ther', 'these', 'them', 'there', 'those', 'their', 'says', 'chez', 'theo', 'thous', 'thee']"
custumers,customers,really need is not nescessary for them they only want ***mask*** to buy their own products the second point is that,K AH S T UW M ER Z,"['costumers', 'customers', 'costumes', 'costumes', 'customs', 'customize', 'consumers', 'costumer', 'customer', 'consumes']",['customers'],"['consumes', 'costumers', 'costumes', 'costumer', 'customer', 'consumers', 'customize', 'customs', 'customers']","['customers', 'consumers', 'customer', 'consumes', 'customize', 'customs', 'costumes', 'costumers', 'costumer']",['customers'],"['customers', 'consumers', 'customer', 'consumes', 'customize', 'customs', 'costumes', 'costumers', 'costumer']"
nescessary,necessary,is why they exist what people really need is not ***mask*** for them they only want custumers to buy their own,N EH S AH S EH S ER IY,['necessary'],['necessary'],['necessary'],['necessary'],['necessary'],['necessary']
prducts,products,me why i agree with the statement that advertisments make ***mask*** seem much better than they really are somebody who disagree,P R D AH K T S,"['predicts', 'products', 'products', 'predicts', 'practice', 'practise', 'deducts', 'abducts', 'predicts', 'protects']",['products'],"['practise', 'abducts', 'practice', 'products', 'protects', 'predicts', 'deducts']","['products', 'practise', 'practice', 'deducts', 'predicts', 'protects', 'abducts']",['products'],"['products', 'practise', 'practice', 'deducts', 'predicts', 'protects', 'abducts']"
advertisments,advertisements,i agree with the statement that most ***mask*** make products seem much better than they really are,AE D V ER T IH Z M AH N T S,"['advertisements', 'advertisement', 'advertisement']","['advertisements', 'advertisment']","['advertisement', 'advertisements', 'advertisment']","['advertisements', 'advertisement']","['advertisements', 'advertisment']","['advertisements', 'advertisement', 'advertisment']"
positiv,positive,are often not in the advertisments companies onlzx show how ***mask*** a product is thez also sell dreams for example ten,P AA Z AH T IH V,"['positive', 'causative', 'prerogative', 'causative', 'positives', 'posited', 'posits', 'politic', 'pocketed', 'pocketing']",['positive'],"['posited', 'posits', 'positives', 'positive', 'pocketing', 'prerogative', 'pocketed', 'politic', 'causative']","['positives', 'positive', 'posited', 'posits', 'pocketing', 'pocketed', 'prerogative', 'causative', 'politic']",['positive'],"['positives', 'positive', 'posited', 'posits', 'pocketing', 'pocketed', 'prerogative', 'causative', 'politic']"
expactations,expectations,otherwise employers might choose someone else for the job furthermore ***mask*** of adults towards children changed too school and marks are,EH K S P AE K T EY SH AH N Z,"['expectations', 'expectation']",['expectations'],"['expectation', 'expectations']","['expectations', 'expectation']",['expectations'],"['expectations', 'expectation']"
advertisments,advertisements,more on individuality than years before for instance many television ***mask*** show successful stars who want to show the importance of,AE D V ER T IH Z M AH N T S,"['advertisements', 'advertisement', 'advertisement']","['advertisements', 'advertisment']","['advertisement', 'advertisements', 'advertisment']","['advertisements', 'advertisement']","['advertisements', 'advertisment']","['advertisements', 'advertisement', 'advertisment']"
lazyness,laziness,for the community yet the most striking factor is human ***mask*** for example when you live in a big city you,L EY Z IY N AH S,"['laziness', 'craziness', 'dizziness', 'shakiness', 'lateness', 'salinas', 'silliness', 'holiness', 'laziest', 'ugliness']",['laziness'],"['craziness', 'laziest', 'ugliness', 'salinas', 'silliness', 'laziness', 'lateness', 'holiness', 'dizziness', 'shakiness']","['craziness', 'laziest', 'laziness', 'holiness', 'ugliness', 'shakiness', 'lateness', 'silliness', 'dizziness', 'salinas']",['laziness'],"['craziness', 'laziest', 'laziness', 'holiness', 'ugliness', 'shakiness', 'lateness', 'silliness', 'dizziness', 'salinas']"
evironment,environment,really matters second young people are less bound to their ***mask*** and requirements for a successful life changed today you need,IH V AY R AH N M AH N T,"['environment', 'environments']",['environment'],"['environments', 'environment']","['environment', 'environments']",['environment'],"['environment', 'environments']"
enstranging,entrancing,nowadays this is a result of the ongoing process of ***mask*** people do not want to know their fellow people anymore,EH N S T R EY N JH IH NG,[],['entrancing'],['entrancing'],[],['entrancing'],['entrancing']
volunteerely,voluntarily,for politicians furthermore young people are very reluctant to work ***mask*** for charity organizations i do not think that it is,V AA L AH N T IH R L IY,"['voluntarily', 'voluntary', 'volunteers', 'volunteered', 'volunteer']",['volunteered'],"['volunteer', 'volunteers', 'voluntary', 'voluntarily', 'volunteered']","['voluntarily', 'volunteer', 'volunteered', 'voluntary', 'volunteers']",['volunteered'],"['voluntarily', 'volunteer', 'volunteered', 'voluntary', 'volunteers']"
shox,shoe,that definitely had false advertisement to it was the nike ***mask*** sneaker in commercials for this sneaker it was said that,SH AA K S,"['shocks', 'shucks', 'shops', 'shoppes', 'shacks', 'shakes', 'sheiks', 'shocked', 'shots', 'shaka']","['shod', 'show', 'shoa', 'shot', 'hox', 'shoo', 'shou', 'shop', 'sho', 'shoe', 'sox']","['shacks', 'shops', 'shoa', 'shoppes', 'shot', 'shou', 'shakes', 'shucks', 'shocks', 'shots', 'sho', 'sox', 'sheiks', 'shod', 'show', 'hox', 'shocked', 'shaka', 'shoo', 'shoe', 'shop']","['shoppes', 'sheiks', 'shucks', 'shocks', 'shaka', 'shocked', 'shacks', 'shots', 'shops', 'shakes']","['shoe', 'show', 'shop', 'sox', 'shot', 'hox', 'shod', 'shoa', 'shou', 'shoo', 'sho']","['shoe', 'show', 'shoppes', 'shop', 'sox', 'shot', 'hox', 'sheiks', 'shucks', 'shoa', 'shoo', 'shou', 'sho', 'shod', 'shocks', 'shaka', 'shocked', 'shacks', 'shots', 'shops', 'shakes']"
exageration,exaggeration,say that they make false advertisement or simply use an ***mask*** to show that their product smells good a product that,IH G Z AE JH ER EY SH AH N,"['exaggeration', 'exaggerations', 'exhilaration', 'exoneration', 'exaggerated', 'exacerbation']",['exaggeration'],"['exacerbation', 'exoneration', 'exaggeration', 'exaggerated', 'exhilaration', 'exaggerations']","['exaggerated', 'exaggeration', 'exhilaration', 'exacerbation', 'exoneration', 'exaggerations']",['exaggeration'],"['exaggerated', 'exaggeration', 'exhilaration', 'exacerbation', 'exoneration', 'exaggerations']"
exagerating,exaggerating,always take the advertisements completely serious for some are clearly ***mask*** to bring a point across,IH G Z AE JH ER EY T IH NG,"['exaggerating', 'exaggerated', 'exaggerates', 'exhilarating', 'exonerating', 'exaggerated', 'exacerbating', 'exasperating', 'exaggerate']",['exaggerating'],"['exhilarating', 'exaggerate', 'exaggerating', 'exasperating', 'exonerating', 'exaggerated', 'exaggerates', 'exacerbating']","['exaggerated', 'exhilarating', 'exaggerate', 'exaggerating', 'exasperating', 'exonerating', 'exaggerates', 'exacerbating']",['exaggerating'],"['exaggerated', 'exhilarating', 'exaggerate', 'exaggerating', 'exasperating', 'exonerating', 'exaggerates', 'exacerbating']"
subjcts,subjects,listen to each lecture and started to read books on ***mask*** i was interessted in and got specialised by myself second,S AH B JH K T S,"['subjects', 'subjects', 'subjects', 'subverts', 'submits', 'selects', 'subject', 'subject', 'suggests', 'objects']",['subjects'],"['objects', 'suggests', 'subjects', 'subject', 'subverts', 'submits', 'selects']","['subjects', 'subject', 'objects', 'suggests', 'subverts', 'selects', 'submits']",['subjects'],"['subjects', 'subject', 'objects', 'suggests', 'subverts', 'selects', 'submits']"
interessting,interesting,to admit that there are so many things that are ***mask*** to be dealt in class in that general way it,IH N T ER AH S T IH NG,"['interrupting', 'entrusting', 'interacting', 'interests', 'interesting', 'interrupted', 'interceding', 'intercepting', 'intersecting']",['interesting'],"['interests', 'interceding', 'interrupted', 'interacting', 'intersecting', 'intercepting', 'entrusting', 'interrupting', 'interesting']","['interesting', 'interacting', 'entrusting', 'interests', 'interrupted', 'interceding', 'intersecting', 'interrupting', 'intercepting']",['interesting'],"['interesting', 'interacting', 'entrusting', 'interests', 'interrupted', 'interceding', 'intersecting', 'interrupting', 'intercepting']"
neverless,nevertheless,not get in contact with because you were specialised but ***mask*** i would like to prefer to specialise myself and pay,N EH V ER L AH S,"['necklace', 'reverence', 'severance']",['neverless'],"['reverence', 'neverless', 'necklace', 'severance']","['reverence', 'necklace', 'severance']",['neverless'],"['neverless', 'reverence', 'necklace', 'severance']"
